Rank,Arating,Grating,votes
4854,7.36,5.6629999999999985,121
4855,5.8,5.6629999999999985,2043
4856,6.29,5.6629999999999985,391
4857,6.42,5.6629999999999985,320
4858,6.96,5.662000000000001,151
4859,6.93,5.662000000000001,170
4860,6.55,5.662000000000001,234
4861,6.58,5.662000000000001,289
4862,6.37,5.662000000000001,290
4863,6.24,5.662000000000001,390
4864,7.73,5.662000000000001,105
4865,6.98,5.662000000000001,167
4866,7.8,5.662000000000001,122
4867,7.23,5.662000000000001,172
4868,5.84,5.662000000000001,1122
4869,7.6,5.662000000000001,146
4870,6.98,5.662000000000001,180
4871,6.37,5.662000000000001,304
4872,6.91,5.662000000000001,153
4873,7.81,5.662000000000001,108
4874,7.29,5.662000000000001,161
4875,7.29,5.662000000000001,123
4876,6.51,5.662000000000001,244
4877,6.66,5.662000000000001,220
4878,7.06,5.662000000000001,178
4879,7.94,5.662000000000001,100
4880,6.04,5.662000000000001,577
4881,5.99,5.662000000000001,704
4882,6.44,5.662000000000001,274
4883,6.8,5.662000000000001,222
4884,7.68,5.6610000000000005,126
4885,6.72,5.6610000000000005,199
4886,6.47,5.6610000000000005,254
4887,6.98,5.6610000000000005,174
4888,6.58,5.6610000000000005,225
4889,5.94,5.6610000000000005,1066
4890,7.57,5.6610000000000005,121
4891,7.06,5.6610000000000005,187
4892,7.35,5.6610000000000005,134
4893,5.98,5.6610000000000005,1026
4894,6.62,5.6610000000000005,222
4895,5.93,5.6610000000000005,995
4896,8.05,5.6610000000000005,133
4897,5.9,5.6610000000000005,969
4898,7.56,5.6610000000000005,122
4899,7.57,5.6610000000000005,127
4900,6.06,5.6610000000000005,500
4901,7.19,5.6610000000000005,134
4902,6.45,5.6610000000000005,252
4903,6.27,5.6610000000000005,424
4904,8.2,5.6610000000000005,83
4905,6.36,5.6610000000000005,293
4906,6.98,5.6610000000000005,161
4907,7.16,5.6610000000000005,144
4908,6.8,5.6610000000000005,185
4909,6.09,5.66,528
4910,6.31,5.66,331
4911,6.96,5.66,159
4912,7.1,5.66,171
4913,7.94,5.66,100
4914,6.91,5.66,164
4915,7.37,5.66,118
4916,8.27,5.66,117
4917,6.51,5.66,273
4918,6.59,5.66,270
4919,7.39,5.66,125
4920,6.13,5.66,474
4921,6.3,5.66,341
4922,6.62,5.66,245
4923,6.65,5.66,220
4924,8.56,5.66,78
4925,7.28,5.66,151
4926,6.61,5.66,286
4927,6.87,5.659,190
4928,6.38,5.659,310
4929,7.39,5.659,119
4930,6.73,5.659,175
4931,7.66,5.659,97
4932,6.61,5.659,200
4933,6.84,5.659,190
4934,6.27,5.659,348
4935,6.82,5.659,239
4936,7.39,5.659,110
4937,7.09,5.659,152
4938,7.53,5.659,134
4939,5.96,5.659,724
4940,7.89,5.659,146
4941,7.15,5.659,172
4942,7.05,5.659,145
4943,6.85,5.659,183
4944,6.89,5.659,181
4945,6.64,5.659,206
4946,6.07,5.659,503
4947,6.18,5.659,459
4948,6.71,5.659,181
4949,7.1,5.658,154
4950,6.15,5.658,429
4951,7.65,5.658,104
4952,6.21,5.658,397
4953,7.45,5.658,115
4954,7.44,5.658,111
4955,6.52,5.658,228
4956,7.1,5.658,165
4957,6.63,5.658,201
4958,6.29,5.658,402
4959,6.78,5.658,195
4960,7.8,5.658,118
4961,7.68,5.658,99
4962,6.4,5.658,272
4963,6.48,5.658,245
4964,7.66,5.658,129
4965,7.78,5.658,102
4966,5.95,5.658,761
4967,6.87,5.658,166
4968,6.85,5.658,169
4969,6.39,5.658,263
4970,7.2,5.657,147
4971,8.39,5.657,83
4972,6.78,5.657,196
4973,6.21,5.657,363
4974,7.06,5.657,139
4975,5.99,5.657,620
4976,7.54,5.657,179
4977,7.25,5.657,163
4978,7.41,5.657,122
4979,6.21,5.657,422
4980,6.24,5.657,360
4981,5.9,5.657,835
4982,6.87,5.657,181
4983,7.68,5.657,101
4984,6.83,5.657,172
4985,7.38,5.657,147
4986,6.1,5.657,436
4987,7.14,5.657,157
4988,6.16,5.6560000000000015,428
4989,6.95,5.6560000000000015,168
4990,6.04,5.6560000000000015,681
4991,6.52,5.6560000000000015,247
4992,6.15,5.6560000000000015,430
4993,6.11,5.6560000000000015,420
4994,7.17,5.6560000000000015,193
4995,5.85,5.6560000000000015,1097
4996,6.58,5.6560000000000015,230
4997,6.58,5.6560000000000015,218
4998,6.82,5.6560000000000015,192
4999,7.16,5.6560000000000015,131
5000,7.79,5.6560000000000015,106
