Rank,Arating,Grating,votes
2880,6.5,5.863,863
2881,6.47,5.863,887
2882,6.52,5.863,717
2883,8.17,5.862,221
2884,6.71,5.862,538
2885,6.52,5.862,701
2886,6.78,5.862,498
2887,6.18,5.862,1719
2888,8.01,5.862,234
2889,6.74,5.8610000000000015,588
2890,6.23,5.8610000000000015,1257
2891,7.29,5.8610000000000015,332
2892,7.68,5.8610000000000015,286
2893,6.83,5.8610000000000015,486
2894,6.54,5.8610000000000015,692
2895,7.37,5.86,411
2896,6.15,5.86,1768
2897,6.39,5.86,839
2898,7.1,5.859,362
2899,6.8,5.859,479
2900,7.1,5.859,360
2901,7.61,5.859,296
2902,7.37,5.859,310
2903,6.9,5.859,465
2904,8.26,5.859,176
2905,8.85,5.859,231
2906,6.54,5.859,670
2907,6.4,5.859,934
2908,6.37,5.859,1016
2909,7.94,5.859,245
2910,8.05,5.859,227
2911,6.12,5.859,2510
2912,6.03,5.858,19306
2913,6.31,5.858,980
2914,7.33,5.858,326
2915,6.2,5.858,1394
2916,6.49,5.857,708
2917,6.29,5.857,1037
2918,6.18,5.857,1524
2919,7.08,5.857,365
2920,6.81,5.857,468
2921,7.76,5.857,242
2922,6.73,5.857,531
2923,6.64,5.857,662
2924,6.38,5.856,859
2925,6.12,5.856,2429
2926,7.18,5.855,373
2927,6.58,5.855,623
2928,8.02,5.855,217
2929,6.37,5.855,852
2930,6.92,5.855,415
2931,6.67,5.854,551
2932,6.54,5.854,643
2933,6.93,5.854,443
2934,6.1,5.853,2145
2935,6.8,5.853,460
2936,6.65,5.853,608
2937,6.27,5.852,1085
2938,6.88,5.852,438
2939,7.63,5.852,346
2940,6.33,5.852,936
2941,7.73,5.852,225
2942,7.04,5.851,381
2943,8.49,5.851,187
2944,7.05,5.851,421
2945,7.08,5.851,363
2946,6.59,5.851,605
2947,6.66,5.851,547
2948,7.24,5.851,337
2949,6.48,5.85,679
2950,6.39,5.85,807
2951,6.66,5.85,550
2952,6.52,5.85,671
2953,7.11,5.85,357
2954,7.25,5.85,354
2955,7.34,5.85,293
2956,7.11,5.85,350
2957,6.46,5.85,788
2958,7.23,5.849,314
2959,6.88,5.849,481
2960,6.72,5.849,560
2961,7.18,5.849,396
2962,7.25,5.849,332
2963,6.75,5.849,518
2964,6.88,5.849,539
2965,6.59,5.849,597
2966,6.49,5.849,671
2967,7.35,5.849,297
2968,6.36,5.848,1011
2969,8.0,5.848,205
2970,6.6,5.848,709
2971,6.44,5.848,739
2972,6.73,5.848,508
2973,7.86,5.848,296
2974,6.28,5.848,1017
2975,6.18,5.847,1294
2976,6.8,5.847,450
2977,6.7,5.847,537
2978,6.6,5.847,582
2979,6.53,5.847,637
2980,6.3,5.847,967
2981,7.88,5.847,211
2982,6.6,5.847,575
2983,6.16,5.847,1823
2984,6.33,5.846,887
2985,6.61,5.846,575
2986,6.87,5.846,417
2987,7.14,5.846,330
2988,6.52,5.846,722
2989,6.76,5.846,495
2990,6.44,5.846,735
2991,7.0,5.845,379
2992,6.97,5.845,378
2993,6.52,5.845,654
2994,6.2,5.845,1287
2995,7.54,5.8439999999999985,257
2996,6.73,5.8439999999999985,502
2997,6.46,5.8439999999999985,704
2998,7.34,5.843,309
2999,7.06,5.843,368
3000,7.32,5.843,448
3001,6.76,5.843,515
3002,7.37,5.843,302
3003,7.66,5.843,264
3004,6.48,5.843,711
3005,6.64,5.8420000000000005,601
3006,7.39,5.8420000000000005,268
3007,6.21,5.841,1156
3008,6.48,5.841,973
3009,6.62,5.841,649
3010,6.67,5.841,503
3011,8.01,5.84,279
3012,6.91,5.84,404
3013,6.5,5.84,664
3014,6.01,5.84,5658
3015,6.66,5.84,513
3016,6.91,5.84,406
3017,7.39,5.84,280
3018,6.9,5.84,422
3019,6.36,5.839,853
3020,6.96,5.839,381
3021,6.93,5.839,424
3022,6.92,5.839,469
3023,6.44,5.837999999999999,796
3024,6.29,5.837999999999999,924
3025,6.38,5.837999999999999,785
3026,6.47,5.8370000000000015,734
3027,7.41,5.8370000000000015,286
3028,6.98,5.8370000000000015,376
3029,6.73,5.8370000000000015,483
3030,6.78,5.8370000000000015,516
3031,7.7,5.8370000000000015,255
3032,6.73,5.8370000000000015,478
3033,6.49,5.8370000000000015,851
3034,7.35,5.836,287
3035,8.26,5.836,261
3036,7.09,5.836,426
3037,6.46,5.836,654
3038,6.37,5.836,813
3039,6.27,5.836,999
3040,7.24,5.835,299
3041,7.88,5.835,280
3042,7.4,5.835,270
3043,6.03,5.835,2814
3044,6.46,5.835,674
3045,6.59,5.835,563
3046,6.66,5.835,489
3047,6.11,5.834,1692
3048,6.77,5.834,466
3049,6.46,5.834,698
3050,7.66,5.834,292
3051,6.32,5.834,897
3052,6.31,5.834,924
3053,6.27,5.834,1000
3054,8.41,5.832999999999998,191
3055,7.37,5.832999999999998,410
3056,6.45,5.832999999999998,695
3057,6.64,5.832000000000002,530
3058,6.82,5.832000000000002,472
3059,7.57,5.832000000000002,520
3060,6.27,5.832000000000002,948
3061,6.7,5.832000000000002,484
3062,7.52,5.832000000000002,259
3063,7.1,5.832000000000002,318
3064,6.91,5.832000000000002,461
3065,6.33,5.832000000000002,845
3066,7.48,5.832000000000002,261
3067,7.19,5.832000000000002,336
3068,6.7,5.832000000000002,473
3069,6.37,5.831,788
3070,8.02,5.831,210
3071,6.44,5.831,731
3072,6.04,5.831,2747
3073,6.5,5.831,638
3074,6.6,5.831,569
3075,7.39,5.831,278
3076,7.73,5.831,214
3077,6.59,5.83,558
3078,7.72,5.83,241
3079,8.44,5.83,194
3080,6.2,5.83,1132
3081,6.95,5.83,545
3082,6.45,5.83,651
3083,6.89,5.83,416
3084,7.17,5.83,301
3085,6.78,5.83,428
3086,6.44,5.83,682
3087,6.84,5.829,408
3088,6.81,5.829,425
3089,6.82,5.829,466
3090,6.61,5.8279999999999985,523
3091,7.35,5.8279999999999985,273
3092,6.58,5.8279999999999985,580
3093,7.29,5.8279999999999985,368
3094,7.09,5.8279999999999985,335
3095,6.1,5.8279999999999985,1607
3096,7.19,5.827000000000001,301
3097,6.67,5.827000000000001,517
3098,6.25,5.827000000000001,1017
3099,6.96,5.827000000000001,366
3100,6.27,5.8260000000000005,994
3101,6.89,5.8260000000000005,372
3102,7.81,5.8260000000000005,235
3103,7.19,5.8260000000000005,343
3104,6.1,5.825,1615
3105,7.32,5.825,266
3106,6.94,5.825,402
3107,6.92,5.825,387
3108,7.28,5.824,301
3109,6.31,5.824,869
3110,6.77,5.824,468
3111,6.53,5.824,682
3112,6.91,5.824,385
3113,8.08,5.824,217
3114,7.79,5.824,254
3115,6.94,5.824,390
3116,6.39,5.823,710
3117,7.31,5.823,285
3118,6.53,5.823,622
3119,7.76,5.823,227
3120,7.75,5.823,212
3121,6.19,5.822,1120
3122,7.38,5.822,330
3123,7.24,5.8210000000000015,280
3124,6.62,5.8210000000000015,498
3125,6.56,5.8210000000000015,693
3126,6.57,5.8210000000000015,559
3127,6.36,5.8210000000000015,959
3128,6.64,5.8210000000000015,543
3129,6.31,5.8210000000000015,824
3130,7.04,5.8210000000000015,326
3131,6.9,5.8210000000000015,362
3132,6.66,5.8210000000000015,495
3133,6.99,5.8210000000000015,346
3134,6.94,5.82,374
3135,6.9,5.82,368
3136,7.34,5.82,268
3137,6.95,5.82,491
3138,7.36,5.819,311
3139,6.23,5.819,1066
3140,6.78,5.819,417
3141,8.05,5.819,182
3142,7.08,5.819,330
3143,6.72,5.819,562
3144,6.52,5.819,597
3145,6.56,5.819,600
3146,6.3,5.819,1006
3147,7.02,5.818,337
3148,7.04,5.818,365
3149,7.3,5.818,268
3150,6.76,5.818,434
3151,6.38,5.818,903
3152,6.15,5.818,1523
3153,6.35,5.818,772
3154,6.42,5.817,673
3155,8.74,5.817,205
3156,6.85,5.817,428
3157,6.67,5.817,502
3158,6.93,5.817,394
3159,6.2,5.817,1083
3160,6.68,5.817,506
3161,6.84,5.817,385
3162,7.73,5.817,205
3163,7.2,5.816,290
3164,6.82,5.816,407
3165,7.08,5.816,388
3166,6.93,5.816,351
3167,6.68,5.816,505
3168,6.69,5.816,466
3169,6.83,5.816,398
3170,6.88,5.816,416
3171,7.36,5.815,308
3172,6.56,5.815,522
3173,7.51,5.815,252
3174,7.27,5.815,296
3175,7.07,5.815,349
3176,6.62,5.815,519
3177,6.5,5.814,574
3178,6.55,5.814,527
3179,6.5,5.814,548
3180,7.6,5.814,233
3181,6.36,5.814,712
3182,6.85,5.814,394
3183,7.0,5.814,346
3184,6.7,5.814,539
3185,6.33,5.814,1050
3186,6.52,5.813,583
3187,6.34,5.813,733
3188,6.57,5.813,557
3189,7.92,5.813,192
3190,6.56,5.813,532
3191,6.23,5.813,943
3192,7.44,5.813,249
3193,7.35,5.812,251
3194,7.04,5.812,340
3195,6.53,5.812,575
3196,6.31,5.812,827
3197,6.46,5.812,646
3198,7.27,5.812,286
3199,7.03,5.812,351
3200,6.38,5.812,678
3201,6.65,5.812,450
3202,7.01,5.812,359
3203,7.11,5.812,307
3204,6.87,5.812,404
3205,6.44,5.812,766
3206,5.96,5.811,5849
3207,6.47,5.811,677
3208,7.56,5.811,259
3209,6.15,5.811,1224
3210,6.83,5.811,406
3211,6.64,5.811,473
3212,6.4,5.81,743
3213,6.96,5.81,332
3214,6.18,5.81,1212
3215,6.79,5.81,558
3216,7.46,5.81,274
3217,7.12,5.81,316
3218,7.14,5.81,376
3219,8.09,5.81,380
3220,6.14,5.81,1230
3221,7.51,5.81,238
3222,6.7,5.81,523
3223,6.44,5.809,629
3224,7.25,5.809,278
3225,7.17,5.809,286
3226,6.95,5.808,322
3227,6.7,5.808,428
3228,7.35,5.808,247
3229,6.62,5.808,645
3230,6.19,5.808,1489
3231,6.68,5.808,520
3232,6.81,5.807,387
3233,7.11,5.807,340
3234,8.19,5.807,241
3235,6.95,5.807,327
3236,6.93,5.807,334
3237,6.48,5.807,566
3238,7.74,5.807,238
3239,6.4,5.807,666
3240,7.1,5.806,312
3241,6.03,5.806,1856
3242,7.05,5.806,314
3243,7.74,5.806,200
3244,7.46,5.806,239
3245,6.94,5.806,336
3246,6.5,5.805,655
3247,6.77,5.805,620
3248,6.68,5.805,469
3249,6.31,5.805,815
3250,7.33,5.805,246
3251,6.32,5.805,778
3252,6.64,5.805,524
3253,8.27,5.805,177
3254,6.69,5.805,482
3255,7.95,5.805,209
3256,6.33,5.805,716
3257,6.35,5.805,773
3258,6.16,5.8039999999999985,1325
3259,6.73,5.8039999999999985,418
3260,8.6,5.8039999999999985,161
3261,6.58,5.8039999999999985,546
3262,6.19,5.803,1034
3263,7.13,5.803,300
3264,7.29,5.803,268
3265,6.64,5.803,511
3266,6.47,5.803,541
3267,6.83,5.803,363
3268,6.6,5.803,487
3269,7.1,5.803,388
3270,7.29,5.803,289
3271,6.73,5.803,420
3272,6.2,5.8020000000000005,960
3273,6.43,5.8020000000000005,571
3274,6.39,5.8020000000000005,705
3275,7.2,5.8020000000000005,282
3276,7.39,5.8020000000000005,251
3277,8.34,5.8020000000000005,165
3278,6.94,5.8020000000000005,379
3279,6.85,5.801,364
3280,6.13,5.801,1134
3281,6.32,5.801,799
3282,6.17,5.801,1372
3283,6.95,5.801,401
3284,6.3,5.801,832
3285,6.42,5.801,586
3286,6.18,5.801,997
3287,6.26,5.801,872
3288,7.36,5.801,282
3289,6.76,5.801,439
3290,6.54,5.801,658
3291,8.11,5.801,178
3292,6.65,5.801,525
3293,6.48,5.801,547
3294,7.16,5.8,280
3295,6.39,5.8,819
3296,6.94,5.8,330
3297,6.33,5.8,824
3298,7.15,5.8,328
3299,7.39,5.8,243
3300,6.21,5.8,971
3301,6.74,5.8,417
3302,6.51,5.8,569
3303,7.95,5.8,181
3304,7.93,5.8,188
3305,7.05,5.799,313
3306,6.11,5.799,1245
3307,6.2,5.799,979
3308,6.75,5.799,477
3309,6.6,5.799,478
3310,7.45,5.797999999999999,247
3311,6.67,5.797999999999999,495
3312,6.22,5.797999999999999,887
3313,6.11,5.797999999999999,1710
3314,6.5,5.797999999999999,612
3315,6.76,5.797999999999999,410
3316,6.08,5.797999999999999,1367
3317,6.46,5.797999999999999,584
3318,6.82,5.797999999999999,382
3319,6.24,5.797999999999999,841
3320,6.75,5.7970000000000015,380
3321,7.85,5.7970000000000015,186
3322,6.42,5.7970000000000015,710
3323,6.23,5.7970000000000015,922
3324,8.07,5.796,196
3325,6.62,5.796,456
3326,7.04,5.796,332
3327,6.81,5.796,386
3328,6.35,5.796,841
3329,6.19,5.796,1018
3330,7.12,5.796,292
3331,7.06,5.795,296
3332,6.59,5.795,476
3333,6.69,5.795,428
3334,6.53,5.795,489
3335,6.17,5.795,1042
3336,7.27,5.794,286
3337,6.42,5.794,677
3338,6.08,5.794,1542
3339,6.24,5.794,794
3340,6.4,5.794,622
3341,7.25,5.792999999999998,261
3342,6.6,5.792999999999998,509
3343,7.39,5.792999999999998,250
3344,7.98,5.792999999999998,182
3345,6.22,5.792999999999998,850
3346,6.47,5.792999999999998,547
3347,6.6,5.792999999999998,556
3348,6.71,5.792999999999998,386
3349,6.37,5.792999999999998,671
3350,6.61,5.792999999999998,499
3351,6.65,5.792000000000002,439
3352,6.94,5.792000000000002,338
3353,7.06,5.792000000000002,316
3354,6.57,5.792000000000002,473
3355,7.39,5.792000000000002,230
3356,6.21,5.792000000000002,1197
3357,6.73,5.792000000000002,494
3358,7.38,5.791,262
3359,7.11,5.791,300
3360,6.28,5.791,963
3361,6.28,5.791,782
3362,6.57,5.791,488
3363,6.88,5.791,388
3364,6.5,5.791,534
3365,6.25,5.791,896
3366,6.4,5.791,597
3367,6.05,5.791,1514
3368,7.45,5.791,244
3369,6.38,5.79,705
3370,6.96,5.79,319
3371,7.16,5.79,286
3372,7.3,5.79,263
3373,8.36,5.79,227
3374,6.84,5.79,411
3375,6.87,5.79,372
3376,6.32,5.79,728
3377,8.32,5.79,158
3378,6.38,5.789,615
3379,7.08,5.789,289
3380,7.36,5.789,233
3381,6.46,5.789,561
3382,7.04,5.789,315
3383,6.08,5.789,1607
3384,6.91,5.789,318
3385,8.36,5.789,153
3386,7.35,5.789,234
3387,7.79,5.7879999999999985,204
3388,6.32,5.7879999999999985,790
3389,6.56,5.7879999999999985,502
3390,7.07,5.7879999999999985,297
3391,7.24,5.7879999999999985,245
3392,6.99,5.7879999999999985,421
3393,7.58,5.7879999999999985,215
3394,6.44,5.7879999999999985,550
3395,7.5,5.7879999999999985,205
3396,7.38,5.7879999999999985,251
3397,6.22,5.7879999999999985,917
3398,7.4,5.7879999999999985,237
3399,6.73,5.7879999999999985,404
3400,6.92,5.787000000000001,371
3401,7.79,5.787000000000001,193
3402,6.66,5.787000000000001,439
3403,7.03,5.787000000000001,279
3404,7.87,5.787000000000001,165
3405,6.94,5.787000000000001,321
3406,6.81,5.787000000000001,380
3407,6.72,5.787000000000001,407
3408,6.34,5.787000000000001,656
3409,6.18,5.7860000000000005,922
3410,8.56,5.7860000000000005,307
3411,7.31,5.7860000000000005,265
3412,7.04,5.7860000000000005,308
3413,6.51,5.7860000000000005,501
3414,7.21,5.7860000000000005,247
3415,6.75,5.7860000000000005,367
3416,6.45,5.7860000000000005,541
3417,6.82,5.7860000000000005,371
3418,7.67,5.7860000000000005,212
3419,6.58,5.7860000000000005,534
3420,6.58,5.7860000000000005,435
3421,6.0,5.7860000000000005,2599
3422,7.38,5.785,236
3423,7.95,5.785,212
3424,7.82,5.785,184
3425,6.35,5.785,635
3426,6.1,5.785,1368
3427,6.84,5.785,344
3428,7.37,5.784,229
3429,6.35,5.784,660
3430,6.21,5.784,891
3431,6.28,5.784,741
3432,6.65,5.784,408
3433,7.32,5.784,249
3434,6.54,5.783,509
3435,6.41,5.783,582
3436,7.49,5.783,209
3437,7.52,5.782,228
3438,7.39,5.782,227
3439,6.92,5.782,333
3440,6.86,5.782,333
3441,7.03,5.782,291
3442,6.51,5.782,518
3443,7.87,5.782,197
3444,6.51,5.7810000000000015,503
3445,7.08,5.7810000000000015,267
3446,6.71,5.7810000000000015,396
3447,7.38,5.7810000000000015,250
3448,6.62,5.7810000000000015,417
3449,6.34,5.7810000000000015,736
3450,6.59,5.7810000000000015,457
3451,6.35,5.7810000000000015,657
3452,7.04,5.7810000000000015,290
3453,7.21,5.7810000000000015,299
3454,7.65,5.78,248
3455,6.65,5.78,414
3456,8.52,5.78,218
3457,6.81,5.78,334
3458,6.54,5.78,554
3459,7.79,5.78,180
3460,7.35,5.78,249
3461,7.12,5.78,271
3462,6.27,5.78,784
3463,6.53,5.78,466
3464,7.15,5.779,272
3465,8.05,5.779,196
3466,6.7,5.779,387
3467,7.72,5.779,208
3468,6.14,5.778,991
3469,7.44,5.778,211
3470,7.39,5.778,228
3471,6.44,5.778,545
3472,6.4,5.778,564
3473,6.02,5.778,2713
3474,6.51,5.778,471
3475,7.37,5.777,298
3476,7.39,5.777,227
3477,7.18,5.777,288
3478,7.61,5.777,207
3479,6.2,5.777,853
3480,7.1,5.777,259
3481,7.08,5.777,269
3482,7.11,5.777,255
3483,6.83,5.777,324
3484,6.88,5.777,323
3485,7.01,5.777,284
3486,7.73,5.776,180
3487,6.74,5.776,358
3488,6.37,5.776,615
3489,6.4,5.776,552
3490,6.68,5.776,385
3491,6.25,5.776,732
3492,8.04,5.776,154
3493,6.11,5.775,1095
3494,6.62,5.775,414
3495,6.96,5.775,312
3496,7.4,5.775,214
3497,7.65,5.775,294
3498,6.97,5.775,314
3499,6.78,5.775,362
3500,7.3,5.775,249
3501,6.18,5.774,883
3502,7.73,5.774,233
3503,7.43,5.774,274
3504,6.34,5.774,581
3505,6.27,5.774,740
3506,8.24,5.774,186
3507,6.81,5.774,335
3508,7.06,5.774,295
3509,8.45,5.774,248
3510,6.72,5.774,395
3511,6.42,5.774,776
3512,6.67,5.773,397
3513,6.66,5.773,379
3514,6.68,5.773,391
3515,7.12,5.773,263
3516,7.41,5.773,210
3517,7.1,5.773,280
3518,7.89,5.773,157
3519,6.51,5.773,471
3520,8.71,5.772,135
3521,6.58,5.772,429
3522,7.22,5.772,249
3523,7.9,5.772,184
3524,6.51,5.772,462
3525,6.26,5.772,699
3526,6.81,5.772,337
3527,6.42,5.772,507
3528,6.96,5.772,293
3529,6.96,5.772,291
3530,8.22,5.772,168
3531,8.36,5.772,183
3532,6.53,5.771,444
3533,6.64,5.771,382
3534,5.96,5.771,2222
3535,7.18,5.771,287
3536,6.38,5.771,561
3537,6.67,5.77,436
3538,6.85,5.77,311
3539,7.42,5.77,220
3540,7.48,5.77,203
3541,6.23,5.77,736
3542,6.66,5.77,387
3543,6.96,5.77,299
3544,6.88,5.77,375
3545,7.93,5.769,174
3546,6.33,5.769,672
3547,7.18,5.769,255
3548,7.7,5.769,187
3549,7.44,5.769,195
3550,6.46,5.769,472
3551,6.2,5.769,799
3552,6.04,5.769,2664
3553,6.69,5.769,382
3554,7.88,5.769,167
3555,6.32,5.769,624
3556,6.75,5.768,336
3557,7.08,5.768,266
3558,6.68,5.768,369
3559,6.1,5.768,1047
3560,6.23,5.768,803
3561,7.1,5.768,262
3562,8.44,5.768,146
3563,6.74,5.768,351
3564,6.35,5.768,632
3565,6.78,5.767,312
3566,7.2,5.767,264
3567,6.61,5.767,494
3568,7.94,5.767,233
3569,6.96,5.767,294
3570,7.46,5.767,202
3571,6.56,5.767,447
3572,8.58,5.767,137
3573,7.92,5.767,162
3574,6.78,5.766,360
3575,6.63,5.766,379
3576,6.19,5.766,878
3577,6.31,5.766,735
3578,6.93,5.766,307
3579,6.84,5.766,302
3580,6.87,5.766,316
3581,7.25,5.766,236
3582,6.46,5.766,489
3583,6.73,5.766,369
3584,7.13,5.766,248
3585,6.42,5.766,509
3586,7.28,5.766,240
3587,6.15,5.766,887
3588,6.68,5.766,412
3589,6.1,5.765,1068
3590,7.35,5.765,245
3591,6.86,5.765,331
3592,6.57,5.765,474
3593,6.62,5.765,441
3594,6.37,5.765,615
3595,7.43,5.765,204
3596,6.35,5.765,578
3597,6.6,5.765,390
3598,6.34,5.765,670
3599,7.07,5.765,271
3600,7.03,5.765,254
3601,6.63,5.7639999999999985,412
3602,6.57,5.7639999999999985,415
3603,6.08,5.7639999999999985,1163
3604,7.29,5.7639999999999985,242
3605,5.88,5.7639999999999985,5156
3606,6.67,5.7639999999999985,438
3607,8.33,5.7639999999999985,157
3608,7.61,5.7639999999999985,204
3609,6.81,5.7639999999999985,338
3610,6.43,5.763,508
3611,6.85,5.763,303
3612,6.59,5.763,396
3613,6.76,5.763,319
3614,6.99,5.763,273
3615,6.36,5.7620000000000005,567
3616,6.46,5.7620000000000005,468
3617,7.18,5.7620000000000005,240
3618,6.3,5.7620000000000005,692
3619,6.11,5.7620000000000005,1172
3620,6.41,5.7620000000000005,499
3621,6.6,5.7620000000000005,385
3622,6.11,5.761,963
3623,7.6,5.761,201
3624,7.04,5.761,277
3625,7.01,5.761,275
3626,7.98,5.761,165
3627,7.2,5.761,245
3628,6.35,5.761,552
3629,6.6,5.761,404
3630,6.88,5.761,307
3631,6.33,5.761,575
3632,5.94,5.76,13566
3633,7.57,5.76,238
3634,7.17,5.76,253
3635,7.49,5.76,180
3636,7.64,5.76,190
3637,6.79,5.76,343
3638,7.46,5.76,212
3639,7.11,5.76,279
3640,8.03,5.76,165
3641,7.23,5.759,230
3642,6.85,5.759,303
3643,6.74,5.759,341
3644,7.05,5.759,250
3645,6.13,5.759,835
3646,6.7,5.759,403
3647,6.44,5.759,539
3648,6.55,5.759,411
3649,6.13,5.759,861
3650,6.29,5.759,580
3651,7.27,5.759,355
3652,7.2,5.759,223
3653,6.81,5.759,318
3654,6.3,5.757999999999999,595
3655,6.33,5.757999999999999,574
3656,6.24,5.757999999999999,670
3657,6.02,5.757999999999999,1247
3658,7.46,5.757999999999999,186
3659,6.34,5.757999999999999,586
3660,6.33,5.757999999999999,604
3661,8.31,5.7570000000000014,148
3662,7.2,5.7570000000000014,224
3663,7.6,5.7570000000000014,187
3664,6.92,5.7570000000000014,277
3665,6.69,5.7570000000000014,355
3666,6.76,5.7570000000000014,336
3667,6.16,5.7570000000000014,847
3668,7.68,5.7570000000000014,162
3669,6.45,5.7570000000000014,465
3670,7.0,5.7570000000000014,295
3671,6.63,5.756,395
3672,7.74,5.756,203
3673,7.82,5.756,174
3674,6.69,5.756,338
3675,6.47,5.756,513
3676,7.09,5.756,298
3677,6.29,5.756,607
3678,6.27,5.756,664
3679,6.69,5.756,346
3680,6.19,5.756,937
3681,7.76,5.756,164
3682,6.18,5.756,829
3683,7.97,5.756,166
3684,6.35,5.755,545
3685,7.01,5.755,305
3686,6.62,5.755,363
3687,6.36,5.755,696
3688,7.45,5.755,194
3689,7.2,5.755,228
3690,6.68,5.755,450
3691,7.38,5.755,201
3692,7.4,5.755,198
3693,6.49,5.755,441
3694,6.59,5.755,394
3695,6.52,5.755,430
3696,6.79,5.755,380
3697,7.06,5.755,238
3698,6.13,5.754,992
3699,8.61,5.754,163
3700,5.86,5.754,16283
3701,7.43,5.754,190
3702,7.82,5.754,160
3703,7.25,5.754,225
3704,6.14,5.754,855
3705,6.33,5.752999999999999,623
3706,6.62,5.752999999999999,389
3707,6.06,5.752999999999999,1052
3708,6.01,5.752999999999999,1568
3709,6.33,5.752999999999999,561
3710,6.92,5.752999999999999,271
3711,6.43,5.752999999999999,481
3712,6.39,5.752999999999999,549
3713,5.92,5.752000000000002,35740
3714,6.33,5.752000000000002,537
3715,6.78,5.752000000000002,334
3716,6.09,5.752000000000002,936
3717,6.0,5.752000000000002,1278
3718,5.95,5.752000000000002,3274
3719,6.55,5.752000000000002,391
3720,6.58,5.752000000000002,443
3721,6.44,5.752000000000002,491
3722,8.37,5.752000000000002,149
3723,6.24,5.752000000000002,637
3724,7.95,5.752000000000002,202
3725,6.33,5.752000000000002,544
3726,6.55,5.752000000000002,408
3727,6.74,5.752000000000002,329
3728,7.38,5.752000000000002,206
3729,6.29,5.752000000000002,728
3730,6.57,5.751,371
3731,7.48,5.751,199
3732,7.69,5.751,174
3733,6.85,5.751,337
3734,6.0,5.751,1524
3735,7.33,5.751,220
3736,7.06,5.751,244
3737,7.37,5.751,233
3738,6.37,5.751,528
3739,7.0,5.75,300
3740,7.34,5.75,222
3741,7.13,5.75,248
3742,6.76,5.75,356
3743,6.44,5.75,452
3744,6.31,5.75,559
3745,6.92,5.75,294
3746,6.8,5.75,300
3747,7.62,5.75,200
3748,7.99,5.75,148
3749,6.44,5.75,441
3750,8.82,5.75,117
3751,6.6,5.75,404
3752,6.28,5.75,570
3753,6.18,5.75,754
3754,7.04,5.75,295
3755,7.22,5.75,248
3756,7.97,5.749,148
3757,7.12,5.749,300
3758,6.51,5.749,430
3759,6.31,5.749,552
3760,6.72,5.749,338
3761,7.27,5.747999999999998,253
3762,6.9,5.747999999999998,286
3763,7.9,5.747999999999998,155
3764,6.3,5.747999999999998,588
3765,7.95,5.747999999999998,182
3766,6.54,5.747999999999998,404
3767,6.48,5.747999999999998,429
3768,7.13,5.747999999999998,273
3769,7.8,5.747999999999998,162
3770,7.65,5.747999999999998,170
3771,6.91,5.747999999999998,265
3772,7.34,5.747000000000001,209
3773,6.83,5.747000000000001,292
3774,7.22,5.747000000000001,222
3775,7.29,5.747000000000001,206
3776,6.4,5.747000000000001,484
3777,8.52,5.747000000000001,122
3778,7.34,5.747000000000001,189
3779,8.22,5.747000000000001,131
3780,7.28,5.747000000000001,197
3781,6.73,5.746,325
3782,6.18,5.746,692
3783,7.18,5.746,247
3784,6.43,5.745,445
3785,7.36,5.745,207
3786,6.25,5.745,633
3787,5.89,5.745,3958
3788,7.65,5.745,171
3789,6.26,5.745,563
3790,7.13,5.745,237
3791,6.7,5.745,320
3792,6.82,5.745,268
3793,7.76,5.745,178
3794,6.37,5.745,506
3795,6.89,5.744,289
3796,6.92,5.744,285
3797,6.85,5.744,286
3798,7.56,5.744,162
3799,6.28,5.744,607
3800,7.3,5.744,235
3801,6.49,5.744,479
3802,6.48,5.7429999999999986,420
3803,8.66,5.7429999999999986,130
3804,5.99,5.7429999999999986,1239
3805,6.8,5.7429999999999986,324
3806,7.37,5.7429999999999986,215
3807,6.42,5.7429999999999986,447
3808,6.14,5.7429999999999986,966
3809,6.81,5.7429999999999986,286
3810,6.38,5.7429999999999986,520
3811,6.86,5.7429999999999986,270
3812,7.06,5.7429999999999986,260
3813,6.88,5.742000000000001,299
3814,7.65,5.742000000000001,160
3815,8.47,5.742000000000001,115
3816,6.71,5.742000000000001,336
3817,6.49,5.742000000000001,418
3818,6.44,5.742000000000001,420
3819,6.57,5.742000000000001,380
3820,7.69,5.742000000000001,169
3821,6.33,5.7410000000000005,489
3822,6.39,5.7410000000000005,516
3823,5.97,5.7410000000000005,2231
3824,7.93,5.7410000000000005,146
3825,6.23,5.7410000000000005,609
3826,6.89,5.7410000000000005,343
3827,7.27,5.7410000000000005,216
3828,6.19,5.7410000000000005,667
3829,6.47,5.7410000000000005,399
3830,6.55,5.7410000000000005,426
3831,6.45,5.74,469
3832,6.68,5.74,333
3833,8.07,5.74,150
3834,6.56,5.74,367
3835,6.44,5.74,426
3836,6.94,5.74,239
3837,6.4,5.74,600
3838,6.24,5.739,642
3839,6.64,5.739,341
3840,6.21,5.739,634
3841,6.58,5.739,349
3842,6.82,5.739,294
3843,6.59,5.739,356
3844,6.14,5.739,1120
3845,6.48,5.739,400
3846,7.07,5.739,233
3847,6.13,5.739,876
3848,7.6,5.739,230
3849,7.0,5.738,246
3850,7.02,5.738,244
3851,6.9,5.738,264
3852,6.79,5.738,290
3853,6.11,5.738,862
3854,7.11,5.738,251
3855,9.04,5.738,281
3856,6.28,5.738,620
3857,6.16,5.738,872
3858,7.36,5.738,195
3859,6.4,5.737,498
