Name,Rank,Arating,Grating,votes
Blue Max,1863,7.11,6.087999999999999,771
Saint Malo,1864,6.48,6.087999999999999,1823
Trias,1865,6.46,6.087000000000001,1934
Zug um Zug: Deutschland,1866,7.67,6.087000000000001,483
Talon,1867,7.7,6.087000000000001,501
The Cave,1868,6.56,6.087000000000001,1611
The Devil's Cauldron: The Battles for Arnhem and Nijmegen,1869,8.15,6.087000000000001,384
SOS Titanic,1870,6.67,6.087000000000001,1276
1861: The Railways of the Russian Empire,1871,7.57,6.086,483
Duel in the Dark,1872,6.64,6.086,1384
Field Commander: Rommel,1873,6.97,6.086,856
Tournament at Camelot,1874,7.23,6.086,714
DinoGenics,1875,7.74,6.086,498
Axis & Allies: Europe,1876,6.52,6.085,2363
One Night Ultimate Alien,1877,7.2,6.085,685
Patrician,1878,6.61,6.085,1397
18AL,1879,7.27,6.085,584
Solenia,1880,7.32,6.084,658
Queen's Necklace,1881,6.44,6.084,2225
Tales of the Arabian Nights,1882,7.06,6.084,777
The Golden City,1883,6.61,6.082999999999999,1392
Portobello Market,1884,6.4,6.082999999999999,2349
Commissioned,1885,7.43,6.082999999999999,567
Malifaux (second edition),1886,8.18,6.082999999999999,384
Vault Wars,1887,6.9,6.082999999999999,946
StreetSoccer,1888,6.55,6.082000000000001,1567
Quo Vadis?,1889,6.44,6.082000000000001,2026
Atlantis,1890,6.51,6.082000000000001,1710
1817,1891,8.71,6.082000000000001,273
Roll For It! Deluxe Edition,1892,6.63,6.081,1544
Mord im Arosa,1893,6.57,6.081,1510
New England,1894,6.49,6.08,1794
Codenames: Disney Family Edition,1895,6.84,6.08,985
Goldland,1896,6.68,6.08,1216
Strozzi,1897,6.73,6.08,1098
The Builders: Antiquity,1898,6.83,6.079,975
Kohle & Kolonie,1899,7.49,6.079,499
Pericles: The Peloponnesian Wars,1900,8.06,6.079,421
GiftTRAP,1901,6.42,6.079,2352
Monopoly Deal Card Game,1902,6.27,6.079,7031
After the Flood,1903,6.89,6.077999999999999,901
Coldwater Crown,1904,7.41,6.077999999999999,560
The Castle of the Devil,1905,6.46,6.077999999999999,2108
España 1936,1906,7.26,6.0760000000000005,646
Pelican Cove,1907,6.76,6.0760000000000005,1032
Cavern Tavern,1908,7.01,6.075,859
RAF,1909,7.35,6.075,566
Muse,1910,6.87,6.075,945
Vietnam 1965-1975,1911,7.43,6.075,615
Heart of Crown,1912,7.71,6.075,504
Rivet Wars: Eastern Front,1913,7.08,6.074,810
HeroClix,1914,6.5,6.0729999999999995,2261
Call to Adventure,1915,7.6,6.0729999999999995,611
Deadlands: Doomtown,1916,7.28,6.0729999999999995,627
Marvel Dice Masters: The Amazing Spider-Man,1917,7.53,6.0729999999999995,513
Ticket to Ride: First Journey (U.S.),1918,7.02,6.072,840
Wok Star,1919,6.76,6.072,1039
Pacific War: The Struggle Against Japan 1941-1945,1920,7.61,6.072,538
Battlefleet Gothic,1921,6.99,6.072,890
Talisman,1922,6.36,6.071000000000001,4775
Mégawatts,1923,7.89,6.071000000000001,378
MarraCash,1924,6.83,6.071000000000001,911
Bus,1925,6.96,6.07,793
Piepmatz,1926,7.28,6.07,589
Flames of War: The World War II Miniatures Game,1927,7.11,6.07,791
The Lord of the Rings: Journeys in Middle-earth,1928,8.31,6.07,441
1st & Goal,1929,6.58,6.07,1430
The Dwarf King,1930,6.56,6.07,1516
Panzergruppe Guderian,1931,7.28,6.069,627
Lock 'n Load: Band of Heroes,1932,7.4,6.069,610
Medici vs Strozzi,1933,6.52,6.069,1593
Turning Point: Stalingrad,1934,7.23,6.069,663
Garden Dice,1935,6.68,6.068,1171
Cheating Moth,1936,6.49,6.068,1905
Thunderstone: Starter Set,1937,6.96,6.068,823
Ottoman Sunset,1938,7.36,6.068,592
Enemy Action: Ardennes,1939,8.67,6.067,304
Duel of Ages Set 1: Worldspanner,1940,6.56,6.067,1667
Virus!,1941,6.74,6.067,1451
Escape the Room: Mystery at the Stargazer's Manor,1942,6.62,6.067,1282
The Road to Canterbury,1943,6.9,6.066,860
King & Assassins,1944,6.97,6.066,820
Factory Funner,1945,7.35,6.065,544
BraveRats,1946,6.46,6.065,1807
Ultimate Warriorz,1947,6.8,6.065,986
Mesopotamia,1948,6.54,6.065,1517
Bohnanza: The Duel,1949,7.05,6.064,725
Linq,1950,6.88,6.064,858
Serenissima (second edition),1951,6.96,6.064,812
Gobblet,1952,6.59,6.063,1495
Man O' War,1953,7.14,6.063,716
Wizard Kings,1954,6.71,6.063,1140
10 Days in the USA,1955,6.46,6.062,1851
Monza,1956,6.6,6.062,1371
The Walking Dead: All Out War,1957,7.92,6.062,503
Dancing Eggs,1958,6.42,6.062,2028
Ascension: Dreamscape,1959,7.68,6.061,467
Letter Tycoon,1960,7.02,6.061,802
Santa Cruz,1961,6.7,6.061,1098
The Blood of an Englishman,1962,6.76,6.06,1037
Bazaar,1963,6.51,6.06,1581
Intrigue,1964,6.37,6.06,2375
Marvel Heroes,1965,6.4,6.059,2337
Fast Flowing Forest Fellers,1966,6.51,6.059,1508
Where There Is Discord: War in the South Atlantic,1967,7.94,6.059,382
Battleground,1968,6.95,6.059,895
A Handful of Stars,1969,7.35,6.057,557
Monster Lands,1970,7.48,6.057,589
Archer: Once You Go Blackmail...,1971,7.19,6.057,676
Crude: The Oil Game,1972,6.75,6.057,997
Shifting Sands,1973,7.32,6.057,545
Four Against Darkness,1974,7.68,6.056,614
Space Hulk (second edition),1975,7.45,6.056,533
Tiny Epic Defenders (Second Edition),1976,7.37,6.056,579
Baltimore & Ohio,1977,7.23,6.056,572
Raid on St. Nazaire,1978,7.12,6.056,722
Rory's Story Cubes,1979,6.36,6.056,2655
Mus,1980,7.91,6.056,401
Okiya,1981,6.61,6.056,1305
Shark,1982,6.65,6.056,1215
Aliens,1983,7.25,6.055,687
"Silent Victory: U.S. Submarines in the Pacific, 1941-45",1984,8.04,6.053999999999999,428
Montana,1985,6.81,6.053999999999999,931
Blood Bound,1986,6.65,6.053999999999999,1287
The World Cup Game,1987,7.03,6.053999999999999,700
SteamRollers,1988,6.88,6.053,826
Escape from Atlantis,1989,6.57,6.053,1432
Sleeping Queens,1990,6.44,6.0520000000000005,2325
Industria,1991,6.47,6.0520000000000005,1720
Cable Car,1992,6.71,6.0520000000000005,1062
Raccoon Tycoon,1993,7.45,6.0520000000000005,555
Coyote,1994,6.61,6.0520000000000005,1230
Bios: Megafauna,1995,6.98,6.051,750
Triassic Terror,1996,6.99,6.051,741
The Pillars of the Earth: Builders Duel,1997,6.58,6.051,1328
Warhammer Underworlds: Nightvault,1998,8.22,6.051,351
Element,1999,7.41,6.05,576
Lifeboat,2000,6.36,6.05,2463
Kings & Things,2001,6.53,6.05,1567
BioShock Infinite: The Siege of Columbia,2002,6.83,6.05,956
Pizarro & Co.,2003,6.55,6.05,1338
Sator Arepo Tenet Opera Rotas,2004,6.89,6.0489999999999995,804
The Red Dragon Inn 4,2005,7.34,6.0489999999999995,628
Mystery Rummy: Jekyll & Hyde,2006,6.63,6.047999999999999,1198
Plums,2007,6.63,6.047999999999999,1152
18CZ,2008,8.03,6.047999999999999,340
Longhorn,2009,6.57,6.047999999999999,1295
"Warhammer 40,000",2010,6.47,6.047000000000001,2203
Risk: Star Wars Original Trilogy Edition,2011,6.86,6.047000000000001,963
Word Slam,2012,7.07,6.047000000000001,649
The Chameleon,2013,6.76,6.047000000000001,1063
Rising 5: Runes of Asteros,2014,6.8,6.047000000000001,962
Oh Hell!,2015,6.8,6.046,934
DropMix,2016,7.16,6.046,727
Warhammer Quest: Blackstone Fortress,2017,8.42,6.046,377
Martian Dice,2018,6.32,6.045,2732
The Great Fire of London 1666,2019,6.53,6.045,1399
Dojo Kun,2020,7.09,6.045,711
10 Days in Asia,2021,6.68,6.044,1070
Beat the Buzzard,2022,6.46,6.044,1698
Reykholt,2023,6.87,6.042999999999999,835
Saloon Tycoon,2024,7.24,6.042999999999999,633
Attila,2025,6.51,6.042999999999999,1534
Werewords Deluxe Edition,2026,7.71,6.042999999999999,418
G.E.V.,2027,6.95,6.042000000000001,805
Fallen,2028,8.01,6.042000000000001,458
Valley of the Kings: Last Rites,2029,7.53,6.042000000000001,453
De Bellis Antiquitatis,2030,7.21,6.042000000000001,612
Telestrations After Dark,2031,7.06,6.042000000000001,737
The Red Dragon Inn 5,2032,7.67,6.042000000000001,498
Tales & Games: The Three Little Pigs,2033,6.51,6.041,1530
Ninja Camp,2034,6.82,6.041,908
Beowulf: The Legend,2035,6.37,6.041,2172
Urbion,2036,6.89,6.041,822
Mountains of Madness,2037,6.6,6.041,1406
Black Friday,2038,6.6,6.041,1248
Dreadfleet,2039,6.95,6.04,876
Master of Orion: The Board Game,2040,6.98,6.04,779
Steam over Holland,2041,7.38,6.04,491
Pathfinder Adventure Card Game: Mummy's Mask – Base Set,2042,8.14,6.039,355
Robin Hood and the Merry Men,2043,7.14,6.037999999999999,771
Fire in the Sky: The Great Pacific War 1941-1945,2044,7.5,6.037999999999999,480
Warfighter: The WWII Tactical Combat Card Game,2045,7.86,6.037999999999999,428
Silent War,2046,7.36,6.037999999999999,569
Dust Tactics,2047,7.19,6.037999999999999,689
"Downtown: Air War Over Hanoi, 1965-1972",2048,7.85,6.037000000000001,404
Get Bit!,2049,6.18,6.037000000000001,5438
Orbis,2050,6.8,6.037000000000001,920
Piñata,2051,6.86,6.037000000000001,820
Topoum,2052,7.37,6.0360000000000005,532
German Railways,2053,6.89,6.0360000000000005,754
Noria,2054,6.62,6.0360000000000005,1214
Abracada...What?,2055,6.58,6.0360000000000005,1288
Multiuniversum,2056,6.72,6.0360000000000005,1040
The Napoleonic Wars,2057,7.01,6.035,734
Ladies & Gentlemen,2058,6.55,6.035,1375
DC Comics Deck-Building Game: Rivals – Batman vs The Joker,2059,7.06,6.035,719
The Manhattan Project: Chain Reaction,2060,6.53,6.034,1462
Thief's Market,2061,6.57,6.034,1332
Decktet,2062,7.51,6.034,460
Dschunke,2063,6.68,6.034,1042
Zooloretto: The Dice Game,2064,6.44,6.0329999999999995,1639
Secrets,2065,6.56,6.0329999999999995,1316
Nacht der Magier,2066,6.67,6.0329999999999995,1059
Panzer Leader,2067,6.58,6.0329999999999995,1480
Field Commander: Alexander,2068,7.05,6.0329999999999995,679
Jet Set,2069,6.75,6.0329999999999995,931
Comuni,2070,6.71,6.0329999999999995,1006
Tiki Topple,2071,6.44,6.032,1631
Mousquetaires du Roy,2072,6.9,6.032,776
Dice Stars,2073,6.76,6.031000000000001,922
Federation Commander: Klingon Border,2074,7.39,6.031000000000001,539
Rail Baron,2075,6.58,6.031000000000001,1486
Unlock! A Noside Story,2076,7.2,6.03,542
Myth,2077,6.68,6.03,1530
"Warhammer 40,000 (fifth edition)",2078,6.73,6.03,1034
Smash Up: What Were We Thinking?,2079,7.57,6.03,467
Senji,2080,6.52,6.029,1402
The World of Smog: On Her Majesty's Service,2081,6.93,6.029,802
Formula Motor Racing,2082,6.4,6.029,1839
Wings of Glory: WW1 Rules and Accessories Pack,2083,8.01,6.029,414
NEOM,2084,7.47,6.028,500
En Garde,2085,6.48,6.028,1488
Round House,2086,7.26,6.028,547
The Game: Extreme,2087,7.04,6.028,663
Boggle,2088,6.2,6.028,6135
King Me!,2089,6.38,6.027,2001
The Palace of Mad King Ludwig,2090,6.94,6.027,749
Spring Meadow,2091,7.18,6.027,570
Leader 1: Hell of the North,2092,7.72,6.026,410
Smash Up: Munchkin,2093,6.7,6.026,1129
"Sun, Sea & Sand",2094,6.94,6.026,694
5-Minute Marvel,2095,7.21,6.026,596
Forbidden Sky,2096,6.89,6.026,784
UBOOT: The Board Game,2097,8.14,6.025,453
The Rise of Queensdale,2098,7.64,6.025,422
Infection: Humanity's Last Gasp,2099,7.35,6.025,511
Rook,2100,6.39,6.025,2260
Storm Over Stalingrad,2101,7.14,6.025,580
Neuland,2102,6.51,6.024,1346
Ascension: Dawn of Champions,2103,7.42,6.024,520
Hellenes: Campaigns of the Peloponnesian War,2104,7.44,6.024,475
Darjeeling,2105,6.56,6.024,1277
Eminent Domain: Microcosm,2106,6.52,6.024,1321
Gambit Royale,2107,6.45,6.024,1699
Pinochle,2108,6.82,6.023,863
Tiny Epic Defenders,2109,6.35,6.023,2191
Praetor,2110,6.64,6.023,1146
Thebes: The Tomb Raiders,2111,6.89,6.023,742
After The Virus,2112,7.24,6.023,597
Bezzerwizzer,2113,6.39,6.022,2142
Santa Fe Rails,2114,6.8,6.021,831
Battleship Galaxies,2115,6.6,6.021,1179
Guild Ball,2116,8.04,6.021,361
Bullfrogs,2117,6.88,6.021,822
A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,2118,8.34,6.021,398
David & Goliath,2119,6.45,6.021,1509
Magic: The Gathering – Arena of the Planeswalkers,2120,6.38,6.02,2432
Nefarious,2121,6.36,6.02,2119
Hold the Line,2122,7.33,6.02,507
Campy Creatures,2123,7.09,6.02,669
Rum & Pirates,2124,6.43,6.02,1681
BATTALIA: The Creation,2125,7.54,6.02,730
The Third World War,2126,7.76,6.02,413
Medici: The Card Game,2127,6.8,6.019,818
The Werewolves of Miller's Hollow: The Village,2128,6.97,6.019,672
Choose Your Own Adventure: House of Danger,2129,6.76,6.019,1014
Origin,2130,6.73,6.019,944
Chrononauts,2131,6.21,6.019,5022
String Railway,2132,6.39,6.018,1737
Take 5!,2133,6.44,6.018,1629
Mystery Rummy: Al Capone and the Chicago Underworld,2134,6.88,6.018,770
Deadwood,2135,6.41,6.018,1729
DC Comics Deck-Building Game: Teen Titans,2136,7.25,6.016,600
Legends of Andor: The Last Hope,2137,7.98,6.016,354
NOIR: Deductive Mystery Game,2138,6.64,6.016,1088
Poseidon's Kingdom,2139,6.86,6.015,737
Ohne Furcht und Adel,2140,7.09,6.015,665
Australia,2141,6.5,6.015,1344
Burano,2142,6.84,6.015,794
Big Trouble in Little China: The Game,2143,7.84,6.015,463
The Settlers of Canaan,2144,6.77,6.015,1246
Asking for Trobils,2145,7.12,6.013999999999999,628
Aquädukt,2146,6.42,6.013999999999999,1584
Asgard,2147,6.9,6.013999999999999,749
Enchanters,2148,7.1,6.013999999999999,666
Harvest Dice,2149,6.75,6.013999999999999,890
Dungeon Degenerates: Hand of Doom,2150,8.64,6.013999999999999,391
Colonia,2151,6.61,6.013,1112
Here I Stand (500th Anniversary Reprint Edition),2152,8.72,6.013,239
Billabong,2153,6.86,6.013,748
Village Attacks,2154,7.83,6.013,459
Resident Evil Deck Building Game,2155,6.55,6.013,1650
Conflict of Heroes: Guadalcanal – The Pacific 1942,2156,8.24,6.013,320
Advanced Heroquest,2157,6.75,6.013,1128
Portal of Heroes,2158,6.77,6.0120000000000005,878
Pairs,2159,6.39,6.0120000000000005,1787
Gingerbread House,2160,7.04,6.011,623
The Caucasus Campaign,2161,7.67,6.011,399
Hoplomachus: The Lost Cities,2162,7.98,6.011,363
Streetcar,2163,6.46,6.011,1428
Dominare,2164,6.83,6.011,802
Tokyo Highway,2165,6.93,6.01,717
Arimaa,2166,7.28,6.01,603
Harvest,2167,7.29,6.01,533
Phantom Leader,2168,7.49,6.01,463
Terra Nova,2169,6.42,6.0089999999999995,1572
PanzerBlitz,2170,6.51,6.0089999999999995,1560
Sunrise City,2171,6.66,6.007999999999999,982
Phantom Leader Deluxe,2172,8.03,6.007999999999999,346
Pioneers,2173,7.07,6.007999999999999,608
Star Trek: Expeditions,2174,6.5,6.007000000000001,1414
1835,2175,7.01,6.007000000000001,659
Neuroshima: Convoy,2176,6.77,6.007000000000001,881
Roll Through the Ages: The Iron Age,2177,6.66,6.007000000000001,971
Solarius Mission,2178,7.43,6.007000000000001,441
On Tour,2179,7.37,6.006,564
Who Goes There?,2180,7.45,6.005,593
The Dwarves,2181,6.91,6.005,723
Hordes,2182,7.57,6.005,456
Masques,2183,6.55,6.005,1271
Fürstenfeld,2184,6.52,6.005,1169
Rapa Nui,2185,6.83,6.004,746
Richelieu,2186,6.63,6.004,1000
Axis & Allies Naval Miniatures: War at Sea,2187,7.01,6.004,713
Flash Duel: Second Edition,2188,6.92,6.004,757
Dungeon Roll,2189,6.15,6.002999999999999,6790
Rockwell,2190,7.19,6.002999999999999,533
Yomi (second edition),2191,7.75,6.002999999999999,399
The Manhattan Project 2: Minutes to Midnight,2192,7.42,6.002999999999999,443
Railways of the World: The Card Game,2193,6.73,6.002999999999999,863
Ekö,2194,7.01,6.002000000000001,676
Shanghaien,2195,6.59,6.001,1100
Anomia: Party Edition,2196,7.09,6.001,650
Qwirkle Cubes,2197,6.6,6.0,1067
7 Ronin,2198,7.06,5.999,625
Khronos,2199,6.38,5.999,1687
"Warhammer 40,000: Kill Team",2200,8.16,5.999,359
Crystal Clans,2201,7.32,5.997999999999999,522
The Great Dinosaur Rush,2202,7.17,5.997999999999999,538
El Caballero,2203,6.48,5.997999999999999,1335
Carcassonne: Over Hill and Dale,2204,7.37,5.997000000000001,470
Car Wars,2205,6.36,5.997000000000001,2029
Monster Slaughter,2206,7.76,5.997000000000001,546
Spaceteam,2207,6.72,5.997000000000001,975
Arcane Academy,2208,6.87,5.997000000000001,784
Kill Doctor Lucky,2209,6.16,5.997000000000001,6000
London Dread,2210,6.85,5.997000000000001,781
PAX,2211,6.82,5.996,744
Parfum,2212,6.53,5.996,1249
Council of Verona,2213,6.38,5.996,1711
Fresh Fish,2214,6.67,5.996,880
Die Legenden von Andor: Chada & Thorn,2215,6.79,5.996,800
Scattergories,2216,6.16,5.995,7198
Sunset Over Water,2217,7.09,5.995,595
Entdecker,2218,6.47,5.995,1338
Iron Curtain,2219,7.32,5.995,479
Homeland: The Game,2220,6.69,5.994,887
Pixel Tactics 3,2221,7.19,5.994,529
Castle Dice,2222,6.71,5.994,897
Spirits of the Rice Paddy,2223,6.77,5.994,799
Bolt Action,2224,7.78,5.992999999999999,406
Band of Brothers: Ghost Panzer,2225,8.04,5.992999999999999,308
Minerva,2226,7.01,5.992000000000001,595
Eggs and Empires,2227,6.75,5.992000000000001,795
Startups,2228,6.96,5.992000000000001,652
Escape from the Hidden Castle,2229,6.43,5.992000000000001,1475
Polarity,2230,6.39,5.9910000000000005,1674
Axis & Allies: WWI 1914,2231,7.25,5.9910000000000005,642
Monolith Arena,2232,7.88,5.9910000000000005,350
Joraku,2233,7.12,5.9910000000000005,545
Breaking Away,2234,7.37,5.99,432
Jenseits von Theben,2235,7.15,5.99,532
Master Labyrinth,2236,6.29,5.99,2209
Via Appia,2237,6.65,5.99,952
Lost Legends,2238,6.51,5.99,1205
Zany Penguins,2239,6.74,5.99,825
InBetween,2240,6.96,5.99,639
Courtier,2241,6.68,5.99,880
W1815,2242,7.52,5.989,414
Rolling Freight,2243,6.83,5.989,707
Nevermore,2244,6.71,5.989,946
Simurgh,2245,6.82,5.989,768
Ticket to Ride: The Card Game,2246,6.17,5.989,3723
Russian Front,2247,7.18,5.989,613
Café International,2248,6.27,5.989,2265
Dilluvia Project,2249,7.32,5.9879999999999995,453
Wicked Witches Way,2250,6.43,5.9879999999999995,1430
Chaosmos,2251,6.99,5.9879999999999995,686
Unlock! The Elite,2252,7.02,5.9879999999999995,578
Flick 'em Up!: Dead of Winter,2253,6.92,5.9879999999999995,667
18Lilliput,2254,7.55,5.9879999999999995,382
Afrika (second edition),2255,7.55,5.9879999999999995,396
Fleet: The Dice Game,2256,7.74,5.9879999999999995,354
Navia Dratp,2257,7.19,5.987,549
Apotheca,2258,6.84,5.987,864
Catch Phrase!,2259,6.34,5.987,2165
Midgard,2260,6.59,5.987,991
Fight for Olympus,2261,6.82,5.987,765
Tanto Cuore: Expanding the House,2262,7.59,5.986000000000001,430
Exit: The Game – The Mysterious Museum,2263,7.4,5.986000000000001,421
Dark Tower,2264,6.72,5.986000000000001,1160
Three-Dragon Ante,2265,6.46,5.986000000000001,1481
The Enchanted Tower,2266,6.76,5.986000000000001,814
Dead Last,2267,6.44,5.985,1450
Lignum,2268,7.32,5.985,454
Livingstone,2269,6.45,5.985,1371
Dust,2270,6.46,5.985,1381
Cataclysm: A Second World War,2271,8.0,5.985,338
War and Peace,2272,6.67,5.984,1016
Milestones,2273,6.61,5.984,962
1849: The Game of Sicilian Railways,2274,8.06,5.984,276
Ukraine '43,2275,7.8,5.984,350
War of 1812,2276,7.0,5.984,613
Apex Theropod Deck-Building Game,2277,7.33,5.983,494
Pixel Tactics Deluxe,2278,7.5,5.983,412
SPQR,2279,7.35,5.983,452
Asia Engulfed,2280,7.55,5.983,405
Hoplomachus: Origins,2281,7.85,5.983,327
Kuhhandel Master,2282,6.75,5.982,845
Rush & Bash,2283,6.86,5.982,721
Confucius,2284,6.84,5.982,682
12 Thieves,2285,6.43,5.982,1431
Tulip Bubble,2286,7.13,5.982,525
Axis & Allies: D-Day,2287,6.42,5.981,1832
1880: China,2288,8.23,5.981,260
Topiary,2289,6.83,5.981,715
Fortress America,2290,6.84,5.98,766
Munchkin Cthulhu,2291,6.24,5.98,4530
Trick of the Rails,2292,6.74,5.98,771
Prehistory,2293,7.49,5.98,428
Catan Histories: Struggle for Rome,2294,6.45,5.98,1295
Fische Fluppen Frikadellen,2295,6.61,5.979,953
Clue Master Detective,2296,6.59,5.979,1122
Dos Rios,2297,6.45,5.979,1306
Heartland,2298,6.84,5.978,676
Wing Leader: Victories 1940-1942,2299,7.97,5.978,325
Subdivision,2300,6.52,5.978,1120
Smash Up: Big in Japan,2301,7.56,5.978,401
Deckscape: Heist in Venice,2302,7.06,5.978,537
2nd Fleet,2303,7.25,5.977,524
CrossTalk,2304,7.12,5.976,533
12 Days,2305,6.55,5.976,1078
Keltis: Das Orakel,2306,6.93,5.976,610
Augsburg 1520,2307,6.46,5.975,1195
Was sticht?,2308,6.94,5.975,596
Kerala: The Way of the Elephant,2309,6.86,5.974,677
Micropolis,2310,6.95,5.974,652
Ice Flow,2311,6.43,5.974,1343
Bargain Hunter,2312,6.78,5.974,720
Dungeons & Dragons: The Fantasy Adventure Board Game,2313,6.51,5.974,1548
Dungeon Alliance,2314,7.74,5.973,409
Haru Ichiban,2315,6.73,5.973,795
1911 Amundsen vs Scott,2316,6.79,5.972,791
Quebec 1759,2317,6.93,5.972,660
The Mines of Zavandor,2318,6.6,5.972,924
"Crusade and Revolution: The Spanish Civil War, 1936-1939",2319,8.45,5.972,262
Posthuman,2320,6.62,5.972,1088
Uchronia,2321,6.52,5.971,1090
If Wishes Were Fishes!,2322,6.51,5.971,1117
Opera,2323,6.63,5.971,965
Close Action: The Age of Fighting Sail Vol. 1,2324,7.81,5.971,349
Runewars Miniatures Game,2325,7.84,5.971,424
Ganymede,2326,7.46,5.971,441
Cthulhu Gloom,2327,6.43,5.971,1570
Canterbury,2328,6.99,5.971,582
Loopin' Chewie,2329,6.37,5.97,1424
Caesar: Epic Battle of Alesia,2330,7.08,5.97,570
Travel Carcassonne,2331,7.22,5.97,467
Conquest of the Fallen Lands,2332,6.81,5.97,742
Byzanz,2333,6.61,5.968999999999999,930
Unpublished Prototype,2334,6.98,5.968999999999999,675
The Witcher Adventure Game,2335,6.41,5.968999999999999,1935
Tunisia,2336,7.73,5.968999999999999,368
Triumvirate,2337,6.74,5.968,735
Timeline: American History,2338,6.71,5.968,820
Whoowasit?,2339,6.86,5.968,660
Malifaux,2340,7.53,5.968,404
New Dawn,2341,6.93,5.968,620
DC Comics Dice Masters: War of Light,2342,7.36,5.9670000000000005,433
Chimera,2343,7.07,5.9670000000000005,531
Camp Grizzly,2344,7.37,5.966,526
Slide 5,2345,6.53,5.966,1026
Pocket Mars,2346,6.6,5.966,1011
Holland '44: Operation Market-Garden,2347,8.28,5.966,281
Nobody is Perfect,2348,6.92,5.966,645
Toledo,2349,6.28,5.966,1860
Wellington,2350,6.93,5.965,607
Trapwords,2351,7.16,5.965,485
Ghost Blitz: 5 to 12,2352,6.95,5.965,639
Cheeky Monkey,2353,6.6,5.965,910
Finished!,2354,6.86,5.9639999999999995,668
Panzer (second edition),2355,7.81,5.9639999999999995,351
Star Wars: Destiny – Two-Player Game,2356,7.34,5.9639999999999995,455
Ascension X: War of Shadows,2357,7.69,5.962999999999999,368
